ITS2 type profile,,Mass Spec File,Species,Genus,UniqueID,Phenotype,Tag,Location,ITS2Type,ITS2Type1,ITS2Type2,ITS2Type3,ITS2 Letter,ITS2Genus,Sequences,C3a-C3acd-C3,D1/D4-D4c-D2-D1c-D1h,B1-B1x-B1t-B14c-B14d-B1v,C3/C3u/C115-C21ab-C3ge,C11-C3ace-C3-C3acf,C3-C3de-C3bb-C21ae-C3s-C3an-C21-C3dk-C3ji,B13-B13a-B13b-B7,B1-B1v-B1x-B1t-B1aq-B1az,B1-B1as-B1cg-B1e,B7-B7d-B7h,C94/C3-C94a,C3-C3lp,A3-A3bi-A3at-A3eu,C40-C3-C115-C40h-C40e,C21-C3-C3an-C3bb-C3ack-C21bz-C3acl,C3/C94-C94a-C3a,A13-A1qa,B1-B1hn-B5dy-B5ee-B1ho,A4-A4a-A4el,A3-A3ac-A3cj-A3ae-A3er,C15-C89i-C15ec,C15-C15zw-C15he-C15ed-C15bp-C15ry,C1-C1c-C1b-C42.2-C1bh-C1br-C72k-C1cb,D1/D4/D2-D4c-D1c,A3/A3ac,C3u/C3a/C115/C3,C21-C3-C21d-C21e-C3at-C3db,A4-A4a-A4av-A4au-A1pz,B1-B1do-B1bh-B1hp-B1cg-B19bm-B1hq-B5ef,D1ql/D1-D4-D2at-D1qm-D1qn-D2d-D1qo,C21-C3bb-C3an-C3-C3ack-C3rc,A3et/A3-A3es,C3u/C3/C115-C21ab,C3u/C3-C115-C3wm,D1/D4-D2-D4c-D1as,C3-C3fc-C21-C3an-C3b-C3fd-C3s-C3bb,D1-D4-D4c-D17d-D1c-D1r-D17c-D17e-D17j,C57a/C57d-C57g,C21/C3-C3an-C3bb-C21ah-C3acm,C41/C1-C1b-C39-C1w,D1-D4-D4c-D1c-D1k-D2,B1-B1x-B14d-B1t-B1aq-B1v,D1-D4-D4c-D6-D1c,A4-A4a-A4h-A4ek,A4/A4a-A4au,D1-D6-D4-D2.2-D1gy,D1/D2-D4,C3u/C3/C115,C15/C116aa,C3-C3lp-C3cl,B1-B5cd-B1co-B1de,D1-D4-D4c-D2-D1k-D1h,C57d/C57a,D1-D4-D1hg-D4c-D1c-D5ad-D1ju,D1-D4-D4c-D1c-D1h,C3-C3cl-C3xx-C3xw-C3de,A13-A13o,C110,D1/D4-D4c-D17d-D1r-D17e-D17c-D17j,C47a-C44-C42.2-C47,D1/D4/D1ab-D6-D1qk,A4-A4a-A4o-A4.3-A4bg,D5-D7-D5ag,C3-C1bp-C3xz,B7-B7d,C3z-C3-C3.10-C3an-C115,A3-A3ac-A3er-A4-A3ae,D1-D4-D1c-D17d-D1r-D17c-D17j-D17e,B1,C15-C15bn-C15by,C42a/C1-C42.2-C3-C1b,B19-B19ai-B19x-B19bl,D1/D2-D4-D4c-D17d-D17c-D1r-D17e,C3a/C15-C3an-C3,B1-B1bt-B31c-B1h-B1z,C3/C7,D1-D4-D4c-D1c,C15-C15bn,C3/C3a,A3/A4-A3ac-A3cj-A3er-A4a-A3ae,C21/C3a,A13-A1pw-A13n,A13-A1pt,C3/C21/C3acm-C3an-C3a,B1/B13-B14d-B13b-B13a,B1-B1g-B1s-B1bz-B1hn-B5ee,B1-B1g-B1s-B1bz,C1-C1c-C3-C1al-C1am-C1ao,D1-D4-D4c-D1c-D2-D1hg,A3/A3er-A3ac,B1-B13-B1v-B13a-B13b,B1-B13-B1x-B13b-B1t-B1v,B1/B13-B1aq,B1/B13-B13b-B5ed,A3/A3ac-A3ae,C11-C3ace-C11c-C3aci-C3ach-C3acj-C3acg,C1/C21-C3-C1c-C1b,C15-C15he-C15ed-C15qy,B1/B13-B14d-B1x-B1t-B13b,A13/A3,C3-C21-C3an-C3b-C3bb,C21/C3-C3an-C15-C3bb,B1-B1ed,B7,B13/B1-B13b,A3/A3ac-A3ae-A3cj,B1/B13,C1/C7,C15/C3,D1/D4-D2-D4c-D1h,A3/A13-A3ac,B1-B1br-B1dr-B5eg,B1/B5,D5-D7-D5ag-D5at,B13/B1/B14d-B13a,A3-A3s-A3q-A3r,A3-A3cj-A3er-A3ae-A3ac-A4,D1/D4,C3a/5285594_C,D1-D4-D4c-D2-D1c-D1ip,A3-A3ac-A3er-A3cj,C3acd,C3a,B1-B13-B1hm,B1-B14d-B1az-B1x-B1t,B1-B13-B13b-B1bh,D1/D4/D1ab-D6-D17d-D17j,C3/C21-C3xx-C3cl-C3de-C3xw,C21/C3an,D1/D1ab,D1/D4/D4c-D1h,D1-D4-D1n-D4c,B13,D1-D4-D4c-D17d,C3-C3a-C3an,C7/C12c/C7d-C12b,D5-D5at,B1/B13-B1hr-B1v-B13b-B14d,A3,A3/A3ac-A4,D1-D4-D1gr,C3/C3an/C21,C3/C21,C3-C3an,C3u,A3-A3at-A3bi,C3-C3ace-C11,B19/B1-B19ak,C21,D1-D4-D1c-D1k,D1-D4-D4c-D1c-D1r-D17d,B14c,C3-C21-C3an-C3bb-C3ack,B1/B14d,B1-B1t-B1v-B1x-B14c,C15/C21,D1/D1h,D1/D4c,C3-C3de-C3an-C3bb-C21-C21ae,D1-D4-D1hg-D5ad-D1c,A3-A3an-A3ab-A3bo-A3am,C115,D1-D4-D4c-D1c-D4bc,D1-D1k,D1/D4/D17e-D17d-D1r-D17c-D17j-D17l-D17k,B14d,D1,C3an/C3bb-C3,C3/C1/C3u,D1/D4-D1r-D17d-D17c-D17e,D1-D4-D4c-D1r-D17p-D17o,A3-A3ae,B19,B18t,D1-D4-D17d-D17e-D1r-D17j,C16-C3,A3-A3cj,C41aq,D1c,C15ed/238047_C,B1/B1aq-B14d-B1x,A3bb/A3bt,B1-B1g-B1h-B1i-B1gq,D6,C15-C3-C15ma-C116ai-C116aj,C15,C3/C3bb,B19-B19al-B19ak,B1x/B1,C3ack,A4,C42a/C1,C7,D1/D4-D6-D17d,C15ed,C3an,C3,A3d,A3bt,C1d/C42.2,B1g
223598,99,QE_0824_Lipid_plate4_SL_99.mzXML,Pocillopora_verrucosa,Pocillopora,SL99,NB,NA,SL,C3u/C3a/C115/C3,C3u/C3a/C115/C3,,,C,Cladocopium,1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223847,100,QE_0824_Lipid_plate5_SL_100.mzXML,Diploastrea_sp,Diploastrea,SL100,NB,0,SL,D1-D6-D4-D2.2-D1gy,D1-D6-D4-D2.2-D1gy,,,D,Durusdinium,7603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223599,101,QE_0824_Lipid_plate5_SL_101.mzXML,Acropora_,Acropora,SL101,NB,0,SL,C3a-C3acd-C3,C3a-C3acd-C3,,,C,Cladocopium,5740,5740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223848,102,Acropora_gemmifera,Acropora_gemmifera,Acropora,SL102,NB,NA,SL,C3a-C3acd-C3,C3a-C3acd-C3,,,C,Cladocopium,20290,20290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223600,103,QE_0824_Lipid_plate4_SL_103.mzXML,UnID_sp1,Unknown,SL103,NB,NA,SL,B1/B13-B14d-B13b-B13a,B1/B13-B14d-B13b-B13a,,,B,Breviolum,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223601,104,QE_0824_Lipid_plate5_SL_104.mzXML,UnID_sp1,Unknown,SL104,NB,NA,SL,C21/C3a,C21/C3a,,,C,Cladocopium,4557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3102,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223602,105,QE_0824_Lipid_plate4_SL_105.mzXML,Leptoria_phrygia,Leptoria,SL105,NB,NA,SL,C3a-C3acd-C3,C3a-C3acd-C3,,,C,Cladocopium,10043,10043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223603,106,QE_0824_Lipid_plate4_SL_106.mzXML,Symphyllia_sp,Symphyllia,SL106,NB,NA,SL,C3/C3u/C115-C21ab-C3ge,C3/C3u/C115-C21ab-C3ge,,,C,Cladocopium,3848,0,0,0,3848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223604,107,QE_0824_Lipid_plate5_SL_107.mzXML,Leptoria_phrygia,Leptoria,SL107,NB,NA,SL,C3u/C3a/C115/C3 : B1/B13-B14d-B13b-B13a,C3u/C3a/C115/C3 , B1/B13-B14d-B13b-B13a,,C:B,Mix,3138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223605,108,QE_0824_Lipid_plate4_SL_108.mzXML,Acropora_gemmifera,Acropora,SL108,NB,NA,SL,C3a-C3acd-C3,C3a-C3acd-C3,,,C,Cladocopium,13702,13702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223606,109,QE_0824_Lipid_plate4_SL_109.mzXML,Acropora_sp,Acropora,SL109,NB,NA,SL,C3a-C3acd-C3,C3a-C3acd-C3,,,C,Cladocopium,21391,21391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223607,110,QE_0824_Lipid_plate4_SL_110.mzXML,Acropora_muricata,Acropora,SL110,NB,NA,SL,C3a-C3acd-C3,C3a-C3acd-C3,,,C,Cladocopium,14589,14589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223608,111,QE_0824_Lipid_plate4_SL_111.mzXML,Pocillopora_verrucosa,Pocillopora,SL111,NB,NA,SL,D1ql/D1-D4-D2at-D1qm-D1qn-D2d-D1qo,D1ql/D1-D4-D2at-D1qm-D1qn-D2d-D1qo,,,D,Durusdinium,12809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223609,112,QE_0824_Lipid_plate6_SL_112.mzXML,Pocillopora_verrucosa,Pocillopora,SL112,NB,NA,SL,C3a/C15-C3an-C3 : B1-B13-B1v-B13a-B13b,C3a/C15-C3an-C3 , B1-B13-B1v-B13a-B13b,,C:B,Mix,4188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0
223610,113,QE_0824_Lipid_plate5_SL_113.mzXML,Terbinaria_mesenterina,Terbinaria,SL113,NB,NA,SL,D1/D4-D4c-D2-D1c-D1h,D1/D4-D4c-D2-D1c-D1h,,,D,Durusdinium,8435,0,6641,0,1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223611,114,QE_0824_Lipid_plate3_SL_114.mzXML,Leptoria_phrygia,Leptoria,SL114,NB,NA,SL,C3/C3u/C115-C21ab-C3ge,C3/C3u/C115-C21ab-C3ge,,,C,Cladocopium,19171,0,0,0,19171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223612,115,QE_0824_Lipid_plate6_SL_115.mzXML,Acropora_hyacinthus,Acropora,SL115,NB,NA,SL,C3a-C3acd-C3,C3a-C3acd-C3,,,C,Cladocopium,16832,16757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0
223613,116,QE_0824_Lipid_plate4_SL_116.mzXML,Acropora_sp6,Acropora,SL116,NB,NA,SL,C3a-C3acd-C3,C3a-C3acd-C3,,,C,Cladocopium,19820,19820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223614,117,QE_0824_Lipid_plate4_SL_117.mzXML,Symphyllia_sp,Symphyllia,SL117,NB,NA,SL,C3u/C3/C115,C3u/C3/C115,,,C,Cladocopium,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223615,118,QE_0824_Lipid_plate4_SL_118.mzXML,Acropora_cytherea,Acropora,SL118,NB,NA,SL,C3a-C3acd-C3,C3a-C3acd-C3,,,C,Cladocopium,7281,5974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,0,0,0,0,0,0,0,0,0,0,0,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223616,119,QE_0824_Lipid_plate4_SL_119.mzXML,Pocillopora_verrucosa,Pocillopora,SL119,NB,NA,SL,D1ql/D1-D4-D2at-D1qm-D1qn-D2d-D1qo,D1ql/D1-D4-D2at-D1qm-D1qn-D2d-D1qo,,,D,Durusdinium,17788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
